CHR	POS	END	MEDIAN
chr11	85961167	85961666	0.99842
chr11	85961667	85962166	0.95303
chr11	85962167	85962666	1.12059
chr11	85962667	85963166	1.08723
chr11	85963167	85963747	0.96006
chr11	85963867	85964366	0.69138
chr11	85964367	85964866	1.07213
chr11	85964867	85965366	0.96257
chr11	85965367	85965787	0.97571
chr11	85966027	85966526	0.84998
chr11	85966527	85967026	1.11484
chr11	85967027	85967526	1.06473
chr11	85967527	85968026	1.19695
chr11	85968027	85968187	0.86429
chr11	85968307	85968806	1.0184
chr11	85968807	85969306	0.75323
chr11	85969307	85969806	1.03528
chr11	85969807	85970306	1.08301
chr11	85970307	85970587	0.90473
chr11	85970707	85971206	0.8438
chr11	85971207	85971427	0.96208
chr11	85972027	85972526	0.84051
chr11	85972527	85973026	0.96509
chr11	85973027	85973526	1.02695
chr11	85973527	85974026	0.96176
chr11	85974027	85974526	0.9936
chr11	85974527	85975026	1.12139
chr11	85975027	85975526	0.82671
chr11	85975527	85975627	0.26516
chr11	85975867	85976366	0.96468
chr11	85976367	85976866	0.9306
chr11	85976867	85977366	0.9651
chr11	85977367	85977866	1.08511
chr11	85977867	85978366	0.97953
chr11	85978367	85978866	0.94261
chr11	85978867	85979227	0.8807
chr11	85979467	85979966	0.92235
chr11	85979967	85980466	0.98967
chr11	85980467	85980966	0.8753
chr11	85980967	85981267	0.87199
chr11	85981734	85981785	0.8722
chr11	85981861	85982013	1.17651
chr11	85983855	85983983	0.84869
chr11	85990239	85990409	1.09226
chr11	85996815	85996939	1.14968
chr11	86000632	86000789	1.22784
chr11	86001024	86001168	1.24559
chr11	86003355	86003461	1.03569
chr11	86007531	86007593	0.70136
chr11	86011019	86011146	0.81291
chr11	86012270	86012402	0.93072
chr11	86014859	86014973	0.94141
chr11	86022356	86022479	0.68729
chr11	86026281	86026377	0.81535
chr11	86026459	86026461	0.67162
chr11	86031458	86031621	1.1537
chr11	86051075	86051077	0.93305
chr11	86068640	86068790	0.46331
chr11	86102774	86102776	0.88633
chr11	86139200	86139202	0.80985
chr11	86171648	86171650	1.24696
chr11	86217473	86217475	0.75156
chr11	86235666	86235668	0.67669
chr11	86245219	86245353	0.27315
chr11	86247344	86247346	0.54134
chr11	86250285	86250458	1.10254
chr11	86252137	86252250	0.9486
chr11	86255211	86255297	0.85185
chr11	86256376	86256522	1.11427
chr11	86257504	86257606	0.98741
chr11	86264161	86264273	1.40391
chr11	86266072	86266226	0.94915
chr11	86268445	86268571	0.80668
chr11	86276969	86277148	1.2767
chr11	86277907	86278001	0.94443
chr11	86278388	86278535	1.19812
chr11	86282275	86282277	0.70538
chr11	86328043	86328045	1.17743
chr11	86373345	86373347	0.81607
chr11	86403319	86403321	0.70817
chr11	86439426	86439428	0.72842
chr11	86475657	86475659	1.19634
chr11	86575358	86575360	1.25925
chr11	86638413	86638415	0.9187
chr11	86662774	86662776	1.18606
chr11	86751548	86751550	1.58276
chr11	87133535	87133537	0.71368
chr11	87430113	87430115	1.28049
chr11	88036986	88036988	0.91223
chr11	88535876	88535878	0.68345
chr11	89188388	89188390	1.00363
chr11	89442218	89442220	0.89074
chr11	90200440	90200442	0.63083
chr11	90488020	90488022	0.41741
chr11	90899730	90899732	0.91223
chr11	91709793	91709795	0.72721
chr11	91881015	91881017	0.62234
chr11	92481334	92481336	0.68334
chr11	93085600	93085602	0.96389
chr11	93473730	93473732	1.20457
chr11	93951642	93951644	1.07186
chr11	94688710	94688712	0.80087
chr11	94978307	94978309	0.70816
chr11	95720838	95720840	0.4653
chr11	95832123	95832125	0.78606
chr11	96308527	96308529	0.66767
chr11	97039422	97039424	0.739
chr11	97244863	97244865	0.77304
chr11	97867084	97867086	0.70832
chr11	98217606	98217608	0.798
chr11	98741847	98741849	0.77472
chr11	99453303	99453305	0.80015
chr11	100013794	100013796	0.78219
chr11	100403388	100403390	0.75159
chr11	100634321	100634323	0.61255
chr11	101509946	101509948	0.84147
chr11	101722329	101722331	0.89197
chr11	101776544	101776546	0.83271
chr11	101820013	101820015	0.55122
chr11	101836005	101836007	0.66866
chr11	101877968	101877970	0.85306
chr11	101944827	101944829	0.88693
chr11	101985696	101985698	0.88474
chr11	102000223	102000225	0.57663
chr11	102056312	102056314	1.04872
chr11	102072351	102072353	0.82711
chr11	102110838	102111179	0.90076
chr11	102114133	102114404	1.09328
chr11	102117329	102117331	0.842
chr11	102162445	102162581	1.59279
chr11	102170529	102170531	0.99075
chr11	102186007	102186141	0.86638
chr11	102205882	102206084	1.27419
chr11	102209506	102209574	0.85486
chr11	102216431	102216433	0.51173
chr11	102223611	102223762	1.37827
chr11	102227458	102227591	1.50634
chr11	102229691	102229950	1.35037
chr11	102305672	102305674	0.90828
chr11	102485987	102485989	1.12022
chr11	102549990	102549992	0.82326
chr11	102576321	102576323	0.76544
chr11	102618504	102618506	0.4997
chr11	102656988	102656990	1.03575
chr11	103412447	103412449	0.62137
chr11	103891154	103891156	0.88174
chr11	104270328	104270330	0.75693
chr11	105112491	105112493	1.15569
chr11	105619361	105619363	0.48374
chr11	105679676	105679678	0.56312
chr11	106439630	106439632	0.77132
chr11	106641751	106641753	0.97599
chr11	107324279	107324281	1.0359
chr11	107795133	107795135	1.02083
chr11	108227614	108227706	0.79073
chr11	108227765	108227898	0.81266
chr11	108229167	108229333	1.07451
chr11	108235659	108235844	0.94227
chr11	108243942	108244128	0.96317
chr11	108244777	108245036	0.96757
chr11	108246953	108247137	0.7746
chr11	108248922	108249112	0.92402
chr11	108250690	108251082	1.13015
chr11	108251826	108252041	1.11669
chr11	108252806	108252922	0.9259
chr11	108253803	108254049	1.08501
chr11	108256204	108256350	1.21239
chr11	108257470	108257616	0.86573
chr11	108258975	108259085	0.95682
chr11	108267160	108267352	1.20185
chr11	108268399	108268619	0.96794
chr11	108271053	108271156	0.98096
chr11	108271240	108271416	0.95137
chr11	108272521	108272617	1.21734
chr11	108272711	108272862	1.39711
chr11	108279480	108279618	1.03068
chr11	108280984	108281178	0.89335
chr11	108282699	108282889	0.8672
chr11	108284216	108284483	0.89863
chr11	108287589	108287725	1.20806
chr11	108288966	108289113	0.97268
chr11	108289591	108289811	0.99338
chr11	108292608	108292803	1.04381
chr11	108293302	108293487	0.93313
chr11	108294916	108295069	1.00849
chr11	108297276	108297392	1.0063
chr11	108299703	108299895	1.21851
chr11	108301637	108301799	1.20069
chr11	108302842	108303039	1.09979
chr11	108304664	108304862	1.01752
chr11	108307886	108307994	1.01442
chr11	108310149	108310325	1.05503
chr11	108312400	108312508	0.98422
chr11	108315812	108315921	1.24141
chr11	108316000	108316123	1.38243
chr11	108317362	108317531	0.92362
chr11	108319943	108320068	0.90325
chr11	108321290	108321430	1.10109
chr11	108325299	108325554	0.85008
chr11	108326047	108326235	0.98754
chr11	108327634	108327768	1.15577
chr11	108329010	108329248	0.98026
chr11	108330203	108330431	1.19487
chr11	108331433	108331567	1.09757
chr11	108331868	108332047	1.25443
chr11	108332751	108332910	1.08087
chr11	108333875	108333978	0.87748
chr11	108334958	108335119	1.1235
chr11	108335834	108335971	1.13949
chr11	108343211	108343381	1.17983
chr11	108345732	108345918	1.04988
chr11	108347268	108347375	0.7351
chr11	108353755	108353890	1.20733
chr11	108354800	108354884	1.01456
chr11	108365071	108365228	1.13294
chr11	108365314	108365518	1.26423
chr11	108570915	108570917	1.07606
chr11	108902017	108902019	0.9228
chr11	109183667	109183669	1.11713
chr11	109630218	109630220	0.77446
chr11	110585528	110585530	0.89222
chr11	110810228	110810230	0.98299
chr11	111310394	111310396	1.37114
chr11	112107194	112107196	0.73642
chr11	112442806	112442808	0.81975
chr11	112861418	112861420	0.7177
chr11	113420865	113420867	1.89232
chr11	114052064	114052066	0.70432
chr11	114329080	114329082	0.93878
chr11	114907308	114907310	0.82941
chr11	115266082	115266084	1.44966
chr11	115701894	115701896	1.27258
chr11	116314134	116314136	1.07805
chr11	117010928	117010930	0.62719
chr11	117144145	117144147	0.80754
chr11	117993113	117993115	1.08205
chr11	118020500	118020502	0.85074
chr11	118040921	118040923	0.48035
chr11	118042714	118042716	1.16761
chr11	118094366	118094368	0.97411
chr11	118120617	118120619	0.855
chr11	118122002	118122004	0.7778
chr11	118210261	118210263	0.8669
chr11	118218718	118218720	0.72595
chr11	118229695	118229697	0.51493
chr11	118249635	118249637	0.8843
chr11	118255860	118255862	1.2854
chr11	118287565	118287567	1.0108
chr11	118292500	118292502	0.39139
chr11	118303913	118303915	0.88987
chr11	118329485	118329487	0.90071
chr11	118436502	118436954	0.26902
chr11	118468764	118468854	1.14781
chr11	118471651	118472150	1.33258
chr11	118472151	118472650	1.31874
chr11	118472651	118473150	1.12163
chr11	118473151	118473650	1.23482
chr11	118473651	118474150	1.31529
chr11	118474151	118474325	1.1587
chr11	118476794	118476992	1.35076
chr11	118477956	118478211	1.16269
chr11	118480075	118480674	0.90905
chr11	118480914	118481273	0.84509
chr11	118481514	118482013	1.20992
chr11	118482014	118482592	0.89292
chr11	118482831	118482951	0.77625
chr11	118483549	118484048	0.76379
chr11	118484049	118484548	1.06858
chr11	118484549	118485048	1.1867
chr11	118485049	118485548	1.00557
chr11	118485549	118485826	0.8927
chr11	118486066	118486544	0.89509
chr11	118486903	118487402	0.96859
chr11	118487403	118487861	0.80677
chr11	118488221	118488720	0.78936
chr11	118488721	118488940	0.80014
chr11	118489180	118489679	0.73712
chr11	118489680	118489897	1.0749
chr11	118490118	118490259	1.13261
chr11	118491185	118491319	1.10023
chr11	118491733	118491938	1.04821
chr11	118493046	118493240	1.20915
chr11	118494277	118494408	1.15024
chr11	118494683	118494777	1.09948
chr11	118495689	118495903	1.15646
chr11	118496250	118496377	1.23682
chr11	118497925	118498083	0.95056
chr11	118498359	118498538	0.9599
chr11	118499292	118499430	1.13004
chr11	118499824	118499923	0.76221
chr11	118500976	118501157	1.20372
chr11	118501661	118501867	1.35315
chr11	118502387	118502886	1.26659
chr11	118502887	118503386	1.12922
chr11	118503387	118503886	1.41244
chr11	118503887	118504386	1.1935
chr11	118504387	118504886	1.28503
chr11	118504887	118505386	1.22042
chr11	118505387	118505886	1.32017
chr11	118505887	118506386	1.23418
chr11	118506387	118506656	1.11899
chr11	118507518	118507619	1.22787
chr11	118509125	118509210	0.85872
chr11	118509937	118510128	1.20899
chr11	118511940	118512035	1.27411
chr11	118519607	118519802	1.33845
chr11	118519946	118520074	1.25997
chr11	118520791	118520895	0.97535
chr11	118521277	118521427	1.08299
chr11	118521886	118522182	1.13926
chr11	118631774	118631776	1.45375
chr11	118684229	118684231	0.79972
chr11	118703475	118703477	0.96323
chr11	118808919	118808921	0.94121
chr11	118863811	118863813	0.40826
chr11	119067723	119067725	0.38272
chr11	119084968	119084970	0.75387
chr11	119118387	119118389	0.88137
chr11	119206407	119206622	0.5735
chr11	119216940	119216942	1.03751
chr11	119232437	119232705	1.00454
chr11	119271724	119271891	1.14509
chr11	119273857	119274034	0.91452
chr11	119274821	119274963	1.04058
chr11	119275948	119275950	0.64322
chr11	119275986	119276144	1.46692
chr11	119277680	119278179	1.03785
chr11	119278180	119278679	0.93069
chr11	119278680	119279179	1.06633
chr11	119279180	119279679	0.89898
chr11	119279680	119280179	1.03452
chr11	119280180	119280679	1.04029
chr11	119280680	119281179	1.11142
chr11	119281180	119281510	1.08361
chr11	119281750	119282109	0.50514
chr11	119282347	119282946	0.90932
chr11	119283065	119283664	0.74434
chr11	119283903	119284402	0.69585
chr11	119284403	119284902	0.9135
chr11	119284903	119285402	0.94254
chr11	119285403	119285579	0.95124
chr11	119287841	119287956	1.13219
chr11	119295940	119295942	1.00756
chr11	119296907	119297044	1.2106
chr11	119297373	119297491	1.17162
chr11	119298347	119298550	1.18356
chr11	119299484	119299791	1.2261
chr11	119356824	119356932	0.48338
chr11	119357176	119357317	0.23399
chr11	119357472	119357600	1.28916
chr11	119357746	119357845	0.9649
chr11	119357970	119358071	1.23082
chr11	119358138	119358262	1.09424
chr11	119358762	119358847	1.29682
chr11	119359013	119359144	1.5247
chr11	119359220	119359352	1.38687
chr11	119359526	119359670	1.04877
chr11	119360173	119360244	1.15367
chr11	119360956	119360958	0.89322
chr11	119372696	119373195	1.29861
chr11	119373196	119373490	1.25089
chr11	119466792	119466794	1.03863
chr11	119481858	119481860	1.55944
chr11	119544203	119544205	1.09681
chr11	119570599	119570601	0.75304
chr11	119619467	119619469	0.90304
chr11	119699417	119699419	1.17249
chr11	119732848	119732850	0.90741
chr11	120391081	120391083	1.13604
chr11	120729651	120729653	0.44221
chr11	121612228	121612230	0.95472
chr11	122117686	122117688	1.26196
chr11	122174206	122174208	0.52196
chr11	122943274	122943276	0.54628
chr11	123198533	123198535	1.81161
chr11	124004883	124004885	0.63962
chr11	124451606	124451608	1.1902
chr11	125098057	125098059	1.0104
chr11	125472663	125472665	0.69051
chr11	125626758	125626843	1.26216
chr11	125627596	125627840	0.97694
chr11	125629221	125629306	1.10404
chr11	125629380	125629470	0.89972
chr11	125633152	125633361	1.19949
chr11	125635418	125635543	0.69539
chr11	125637438	125637554	0.97033
chr11	125643781	125643910	1.05048
chr11	125644080	125644278	1.44342
chr11	125644501	125644653	1.33028
chr11	125653735	125653857	0.9215
chr11	125655214	125655330	1.12232
chr11	125775333	125775335	0.76084
chr11	126610460	126610462	1.23832
chr11	127003696	127003698	0.84047
chr11	127550149	127550151	0.91166
chr11	128126873	128126875	0.80992
chr11	128536542	128536544	1.01283
chr11	128694248	128694286	0.62771
chr11	128758104	128758336	0.89331
chr11	128768107	128768282	1.01678
chr11	128772685	128773184	1.08345
chr11	128773185	128773684	1.08147
chr11	128773685	128774184	0.95303
chr11	128774185	128774684	1.07632
chr11	128774685	128775184	1.10942
chr11	128775185	128775684	0.95388
chr11	128775685	128776184	1.05239
chr11	128776185	128776399	0.84361
chr11	128776639	128777138	0.72946
chr11	128777139	128777638	0.82642
chr11	128777639	128778138	1.00615
chr11	128778139	128778638	1.14172
chr11	128778639	128779138	1.35536
chr11	128779139	128779638	1.03702
chr11	128779639	128780138	0.98548
chr11	128780139	128780352	1.0101
chr11	128780592	128781091	0.91457
chr11	128781092	128781591	1.21408
chr11	128781592	128782091	1.11879
chr11	128782092	128782509	0.68569
chr11	128782629	128783128	0.85142
chr11	128783129	128783628	1.02575
chr11	128783629	128784128	0.75273
chr11	128784129	128784628	0.93287
chr11	128784629	128785128	1.25937
chr11	128785129	128785628	1.11154
chr11	128785629	128786128	1.24852
chr11	128786129	128786628	1.0561
chr11	128786629	128787128	1.10808
chr11	128787129	128787628	1.19839
chr11	128787629	128787782	0.68981
chr11	128788022	128788142	0.55519
chr11	128788500	128788999	1.08174
chr11	128789000	128789499	1.01685
chr11	128789500	128789999	1.14357
chr11	128790000	128790499	0.91086
chr11	128790500	128790999	1.14638
chr11	128791000	128791499	1.27983
chr11	128791500	128791999	1.27458
chr11	128792000	128792499	1.14837
chr11	128792500	128792999	0.81995
chr11	128793000	128793499	0.98344
chr11	128793500	128793999	1.2507
chr11	128794000	128794499	1.1426
chr11	128794500	128794849	1.08358
chr11	128795090	128795569	0.87866
chr11	128795807	128796306	1.02449
chr11	128796307	128796647	0.99502
chr11	128797006	128797505	1.15165
chr11	128797506	128798005	1.1791
chr11	128798006	128798505	0.96236
chr11	128798506	128799044	0.98877
chr11	128799164	128799663	1.09851
chr11	128799664	128800163	0.95263
chr11	128800164	128800663	0.9981
chr11	128800664	128801163	1.08354
chr11	128801164	128801663	1.13145
chr11	128801664	128802163	1.2152
chr11	128802164	128802663	1.15648
chr11	128802664	128803163	1.09223
chr11	128803164	128803663	1.2662
chr11	128803664	128804163	1.2569
chr11	128804164	128804663	1.2284
chr11	128804664	128805163	1.11507
chr11	128805164	128805663	1.036
chr11	128805664	128806163	1.04476
chr11	128806164	128806663	1.18642
chr11	128806664	128807163	1.07714
chr11	128807164	128807663	1.18643
chr11	128807664	128808163	1.2383
chr11	128808164	128808663	0.99607
chr11	128808664	128809163	0.92829
chr11	128809164	128809663	0.99606
chr11	128809664	128810163	1.13698
chr11	128810164	128810663	1.04048
chr11	128810664	128811015	1.08789
chr11	129109714	129109716	1.08812
chr11	129345828	129345830	0.35734
chr11	129635604	129635606	1.08435
chr11	130377885	130377887	0.6384
chr11	131022133	131022135	0.59262
chr11	131605235	131605237	0.81829
chr11	131870883	131870885	1.03063
chr11	132517325	132517327	1.07728
chr11	132677870	132677872	0.832
chr11	133214533	133214535	0.87573
chr11	133651876	133651878	1.25454
chr11	134486589	134486591	1.16639
chr11	134651156	134651158	0.64462
chr12	285445	285672	1.18302
chr12	292724	293223	1.13815
chr12	293224	293444	0.82015
chr12	293804	294303	0.76061
chr12	294304	294803	0.99233
chr12	294804	295303	0.97572
chr12	295304	295844	1.00065
chr12	297030	297210	1.20239
chr12	306935	307099	1.22428
chr12	307443	308015	1.15462
chr12	309792	309974	1.38237
chr12	310874	311074	1.22523
chr12	313045	313204	1.12425
chr12	318095	318471	1.08326
chr12	320984	321119	1.12408
chr12	322406	322577	1.10703
chr12	323071	323216	0.54354
chr12	323589	323791	1.23248
chr12	328824	329039	1.13489
chr12	331808	331948	1.28298
chr12	333476	333659	1.28989
chr12	334230	334432	1.15851
chr12	350610	350789	1.0601
chr12	352194	352334	0.92469
chr12	354065	354244	1.17292
chr12	355147	355259	1.09131
chr12	356421	356547	1.00242
chr12	362952	363107	1.19289
chr12	365923	366114	1.17719
chr12	366412	366414	0.75425
chr12	731569	731571	1.23425
chr12	1349718	1349720	0.439
chr12	1784483	1784485	1.02349
chr12	2052394	2052396	0.75159
chr12	2869087	2869089	1.12068
chr12	2891236	2891238	0.82366
chr12	3876057	3876059	0.71322
chr12	4184921	4184923	1.00618
chr12	4274030	4274245	0.81999
chr12	4275994	4276230	0.78515
chr12	4278749	4278929	0.8305
chr12	4288831	4289000	0.77302
chr12	4299849	4300019	1.22214
chr12	4640428	4640430	1.01565
chr12	4902431	4902433	1.07443
chr12	5429342	5429344	0.54405
chr12	6311129	6311131	0.90172
chr12	6476443	6476445	0.94842
chr12	6570665	6570703	1.07477
chr12	6570858	6571042	1.29074
chr12	6573063	6573279	0.96986
chr12	6577774	6577927	1.33022
chr12	6578018	6578147	0.93953
chr12	6578398	6578556	1.23286
chr12	6578835	6578927	1.02847
chr12	6581033	6581183	1.1876
chr12	6581280	6581398	1.27787
chr12	6581638	6581824	1.15773
chr12	6582126	6582291	1.08089
chr12	6582604	6582758	1.08626
chr12	6582837	6582946	0.80373
chr12	6583016	6583123	0.40191
chr12	6583187	6583388	0.89517
chr12	6587373	6587569	1.16956
chr12	6587701	6587959	1.02808
chr12	6588287	6588432	1.02655
chr12	6591455	6591593	1.36574
chr12	6591683	6591835	1.54259
chr12	6591905	6592067	1.26892
chr12	6592382	6592576	0.88555
chr12	6592685	6592827	1.25158
chr12	6593080	6593238	1.1892
chr12	6593405	6593626	1.29375
chr12	6594448	6594660	1.07442
chr12	6595323	6595440	0.98237
chr12	6595995	6596147	0.82431
chr12	6597883	6598109	1.12632
chr12	6598211	6598435	1.16457
chr12	6599762	6600022	1.02575
chr12	6600206	6600405	1.13598
chr12	6600523	6600679	1.00776
chr12	6600915	6601063	1.09615
chr12	6601278	6601540	0.87166
chr12	6601637	6601776	1.29348
chr12	6601949	6602185	1.14263
chr12	6602365	6602507	1.01974
chr12	6606263	6606383	0.74533
chr12	6667703	6668125	1.26697
chr12	6669020	6669199	1.19146
chr12	6670749	6670848	1.19603
chr12	6673124	6673623	1.03066
chr12	6673624	6674123	1.13025
chr12	6674124	6674623	1.18504
chr12	6674624	6675123	1.06873
chr12	6675124	6675623	1.13388
chr12	6675624	6675998	1.10359
chr12	6676237	6676736	0.75153
chr12	6676737	6677236	1.01072
chr12	6677237	6677736	1.1261
chr12	6677737	6678236	1.14014
chr12	6678237	6678736	0.68842
chr12	6678737	6679236	0.80036
chr12	6679237	6679736	1.00952
chr12	6679737	6679948	0.81396
chr12	6680068	6680427	0.50172
chr12	6680665	6680905	1.03579
chr12	6681145	6681644	0.93885
chr12	6681645	6682223	0.88082
chr12	6682342	6682462	1.40189
chr12	6682581	6683060	1.06467
chr12	6683299	6683419	0.751
chr12	6683659	6683779	0.23358
chr12	6684018	6684517	0.85247
chr12	6684518	6685094	0.95071
chr12	6685334	6685454	0.80343
chr12	6685814	6686292	1.02663
chr12	6686532	6687031	1.00253
chr12	6687032	6687531	1.13137
chr12	6687532	6688031	0.95182
chr12	6688032	6688531	1.12209
chr12	6688532	6689031	0.59226
chr12	6689032	6689531	0.31828
chr12	6689532	6689644	0.14133
chr12	7227435	7227437	0.89197
chr12	7804379	7804381	0.88463
chr12	8277048	8277050	0.94353
chr12	8833782	8833784	1.19618
chr12	9085713	9085715	0.699
chr12	9727800	9727802	0.56986
chr12	10332268	10332270	0.48322
chr12	11436562	11436564	1.06412
chr12	11505879	11505881	1.38279
chr12	11527915	11527917	0.73017
chr12	11556018	11556020	1.25488
chr12	11628476	11628478	0.77879
chr12	11650117	11650170	0.52969
chr12	11690185	11690187	1.0831
chr12	11737836	11737838	1.31047
chr12	11752439	11752589	0.92859
chr12	11803926	11803928	0.71669
chr12	11839129	11839314	1.03134
chr12	11853356	11853855	0.9728
chr12	11853856	11854355	0.69598
chr12	11854356	11854855	0.99068
chr12	11854856	11855035	0.77207
chr12	11855275	11855774	0.88554
chr12	11855775	11856274	1.03949
chr12	11856275	11856774	1.0661
chr12	11856775	11857274	0.9328
chr12	11857275	11857774	1.01523
chr12	11857775	11858274	1.16527
chr12	11858275	11858774	0.99234
chr12	11858775	11859114	0.89623
chr12	11859472	11859971	0.99103
chr12	11859972	11860471	1.06642
chr12	11860472	11860971	0.95901
chr12	11860972	11861471	1.04608
chr12	11861472	11861971	1.10452
chr12	11861972	11862471	1.15842
chr12	11862472	11862971	1.17951
chr12	11862972	11863471	1.02319
chr12	11863472	11863971	0.96025
chr12	11863972	11864471	1.02312
chr12	11864472	11864988	0.89233
chr12	11865228	11865727	0.56157
chr12	11865728	11866227	0.88024
chr12	11866228	11866727	1.03521
chr12	11866728	11867227	0.95297
chr12	11867228	11867727	0.96192
chr12	11867728	11868227	1.09515
chr12	11868228	11868467	0.87634
chr12	11868588	11868948	1.01644
chr12	11869187	11869686	0.9239
chr12	11869687	11870186	1.01071
chr12	11870187	11870686	1.13396
chr12	11870687	11871229	0.97065
chr12	11871468	11871967	1.03803
chr12	11871968	11872427	1.20737
chr12	11872787	11873286	1.07037
chr12	11873287	11873786	0.76499
chr12	11873787	11874106	0.57024
chr12	11874465	11874585	0.00458
chr12	11874706	11874826	0.21235
chr12	11875066	11875565	0.97297
chr12	11875566	11876065	1.00054
chr12	11876066	11876565	0.94757
chr12	11876566	11877065	1.07178
chr12	11877066	11877565	0.89582
chr12	11877566	11878065	1.12417
chr12	11878066	11878565	1.01615
chr12	11878566	11879065	0.9155
chr12	11879066	11879565	1.0227
chr12	11879566	11880065	0.90881
chr12	11880066	11880565	0.97788
chr12	11880566	11880937	0.88986
chr12	11881178	11881677	1.03882
chr12	11881678	11882177	1.07496
chr12	11882178	11882677	1.21311
chr12	11882678	11883217	1.04308
chr12	11883578	11884077	1.19367
chr12	11884078	11884577	1.13523
chr12	11884578	11884776	0.91842
chr12	11885915	11886036	1.16078
chr12	11890930	11891056	0.88176
chr12	11905476	11905478	0.83806
chr12	11940582	11940584	0.72944
chr12	11989983	11989985	0.91243
chr12	12018914	12018916	0.90422
chr12	12052194	12052196	0.87177
chr12	12089875	12089877	0.78528
chr12	12125533	12125535	0.466
chr12	12195964	12195966	1.10059
chr12	12229390	12229392	0.19051
chr12	12284547	12284549	1.40013
chr12	12322483	12322485	1.26454
chr12	12362394	12362396	0.76958
chr12	12416389	12416391	0.95595
chr12	12422236	12422238	0.65419
chr12	12490435	12490437	0.74534
chr12	12589145	12589147	1.39425
chr12	12643937	12643939	0.99497
chr12	12717829	12718324	0.69559
chr12	12718814	12718956	0.80813
chr12	12721982	12721984	0.54769
chr12	12772025	12772027	0.60373
chr12	12791599	12791601	0.86614
chr12	12894220	12894222	0.94133
chr12	12925745	12925747	1.5092
chr12	12957941	12957943	0.51393
chr12	12993562	12993564	0.61678
chr12	13023375	13023377	0.81826
chr12	13087662	13087664	1.14549
chr12	13109389	13109391	0.93468
chr12	13211262	13211264	0.91113
chr12	13799772	13799774	0.81107
chr12	13952793	13952795	0.78203
chr12	13984023	13984025	0.6921
chr12	14092252	14092254	0.88352
chr12	14112556	14112558	0.2853
chr12	14135080	14135082	1.20358
chr12	14243957	14243959	1.08373
chr12	14365056	14365555	0.53869
chr12	14365556	14366055	0.28053
chr12	14366056	14366555	0.60321
chr12	14366556	14367055	0.72317
chr12	14367056	14367555	0.76637
chr12	14367556	14368055	0.81434
chr12	14368056	14368555	0.72057
chr12	14368556	14369076	0.71984
chr12	14400776	14400778	0.97586
chr12	14418879	14418881	0.58923
chr12	14423905	14424404	1.17615
chr12	14424405	14424904	1.26425
chr12	14424905	14425483	1.06237
chr12	14434326	14434433	0.70878
chr12	14436095	14436261	0.92199
chr12	14438119	14438277	0.92911
chr12	14446977	14447063	0.45752
chr12	14456550	14456644	1.03364
chr12	14457196	14457305	1.10348
chr12	14460484	14460983	1.27186
chr12	14460984	14461143	1.17511
chr12	14466515	14466600	0.98581
chr12	14475879	14475978	0.81097
chr12	14477921	14477923	0.66064
chr12	14478306	14478482	1.19701
chr12	14480992	14481195	1.2075
chr12	14496220	14496353	0.98762
chr12	14497278	14497280	0.52686
chr12	14497643	14498083	1.2512
chr12	14499056	14499555	0.90673
chr12	14499556	14499738	0.70373
chr12	14499843	14500076	1.03405
chr12	14537847	14537849	0.38677
chr12	14622279	14622281	1.10196
chr12	14730158	14730160	0.79375
chr12	14744121	14744123	1.01133
chr12	14775059	14775061	0.97135
chr12	14850373	14850375	0.76085
chr12	14916827	14916829	1.07748
chr12	15082942	15082944	1.32413
chr12	15484601	15484603	0.92811
chr12	16202106	16202108	1.03338
chr12	16590499	16590501	0.88447
chr12	17221549	17221551	0.92619
chr12	17428259	17428261	0.90486
chr12	18190443	18190445	0.64743
chr12	18282071	18282570	1.08826
chr12	18282571	18282769	1.21096
chr12	18286836	18286939	0.92673
chr12	18290844	18291022	1.1486
chr12	18293890	18294025	0.79889
chr12	18313951	18314074	1.06885
chr12	18320951	18321042	0.87148
chr12	18325024	18325108	0.8312
chr12	18338415	18338558	0.85762
chr12	18343316	18343370	0.55151
chr12	18346630	18346846	1.07115
chr12	18371169	18371321	1.12955
chr12	18381755	18381890	1.1641
chr12	18391111	18391262	1.08602
chr12	18399648	18399857	1.08538
chr12	18420930	18421044	1.07904
chr12	18423934	18424049	1.21666
chr12	18488438	18488639	1.06614
chr12	18491440	18491568	1.07427
chr12	18496051	18496164	0.92383
chr12	18497608	18497758	1.04784
chr12	18503270	18503427	1.15694
chr12	18505281	18505471	1.25043
chr12	18538145	18538322	1.17067
chr12	18546312	18546442	0.85097
chr12	18562692	18562902	1.20265
chr12	18563366	18563508	1.17699
chr12	18566938	18567067	0.86432
chr12	18594483	18594579	0.86482
chr12	18609524	18609639	0.98243
chr12	18640418	18640564	0.93612
chr12	18647865	18648038	1.0916
chr12	18709949	18709951	0.58841
chr12	18952334	18952336	0.94152
chr12	19496161	19496163	0.82427
chr12	20130901	20130903	1.30911
chr12	20547894	20547896	0.89635
chr12	21163278	21163280	0.58374
chr12	21452222	21452224	0.63526
chr12	22234572	22234574	0.78227
chr12	22835914	22835916	0.86378
chr12	23066634	23066636	0.87573
chr12	23504130	23504132	1.27577
chr12	24322927	24322929	0.96335
chr12	25190772	25190774	0.91336
chr12	25215430	25215570	1.09772
chr12	25225603	25225783	1.02775
chr12	25227223	25227422	1.1855
chr12	25245263	25245394	1.01731
chr12	25490655	25490657	1.0604
